munisid,muni_name,autonomia,province,adj_impact,gdppc,religious,c_secondplus,trust2,log_pop,age,class_upper,civil_married,longitude,latitude,dist_river,dist_sea
4795,Villel de Mesa,7,19,0,18784.06640625,NA,0.44029998779296875,NA,5.318120002746582,NA,NA,NA,-1.9966222047805786,41.12863540649414,50.85552215576172,278.16143798828125
4796,Valverde de los Arroyos,7,19,0,19338.453125,NA,0.41759997606277466,NA,4.595119953155518,NA,NA,NA,-3.235180139541626,41.13453674316406,56.520729064941406,328.74560546875
4797,Viana de Jadraque,7,19,0,19775.34375,NA,0.3208000063896179,NA,4.025351524353027,NA,NA,NA,-2.7857964038848877,41.02823257446289,52.52510070800781,343.2754211425781
4798,Villanueva de Alcorón,7,19,0,18863.1875,NA,0.2079000025987625,NA,5.214935779571533,NA,NA,NA,-2.234380006790161,40.669227600097656,17.474714279174805,265.84808349609375
4799,Villanueva de Argecilla,7,19,0,20945.958984375,NA,0.5428000092506409,NA,3.6635615825653076,NA,NA,NA,-2.916193962097168,40.90292739868164,44.77012634277344,348.75860595703125
4800,Villanueva de la Torre,7,19,0.003246753243729472,24629.208984375,1,0.8133000135421753,NA,8.761393547058105,43.61111068725586,0.1666666716337204,0.6666666865348816,-3.304351806640625,40.59205627441406,55.196449279785156,367.0303039550781
4801,Villares de Jadraque,7,19,0,19789.16015625,NA,0.2581000030040741,NA,4.007333278656006,NA,NA,NA,-3.0279877185821533,41.103023529052734,56.02937316894531,332.4938049316406
4802,Villaseca de Henares,7,19,0,20180.853515625,NA,0.42100000381469727,NA,3.4965076446533203,NA,NA,NA,-2.8011581897735596,40.964969635009766,45.02705001831055,342.22900390625
4803,Villaseca de Uceda,7,19,0,19909.6875,NA,0.5155999660491943,NA,3.8501474857330322,NA,NA,NA,-3.3421342372894287,40.836761474609375,77.39678192138672,373.3485412597656
4804,Yebes,7,19,0.006493506487458944,18633.470703125,NA,0.37779998779296875,NA,7.844240665435791,NA,NA,NA,-3.102047920227051,40.54042434692383,33.811256408691406,343.43585205078125
4805,Yebra,7,19,0.006493506487458944,18922.3671875,NA,0.4519999921321869,NA,6.302618980407715,NA,NA,NA,-2.957085609436035,40.351287841796875,4.391124725341797,317.5767517089844
4806,Yélamos de Arriba,7,19,0.006493506487458944,19330.74609375,NA,0.2206999957561493,NA,4.605170249938965,NA,NA,NA,-2.843194007873535,40.64860534667969,15.462430953979492,324.4085693359375
4807,Yunquera de Henares,7,19,0.006493506487458944,20859.63671875,0.9444444179534912,0.47189998626708984,-0.5373883247375488,8.2414398193359375,43.88888931274414,0.2777777910232544,0.4444444477558136,-3.1753745079040527,40.759159088134766,55.68483352661133,364.68505859375
4808,"Yunta, La",7,19,0.006172839552164078,19300.673828125,NA,0.33079999685287476,NA,4.644391059875488,NA,NA,NA,-1.6614234447479248,40.929203033447266,53.97959899902344,230.7979736328125
4809,Zaorejas,7,19,0.015432098880410194,19094.97265625,NA,0.2937000095844269,NA,4.912654876708984,NA,NA,NA,-2.1869335174560547,40.75960159301758,5.187696933746338,268.084716796875
4810,Zarzuela de Jadraque,7,19,0,20157.962890625,NA,0.3414999842643738,NA,3.526360511779785,NA,NA,NA,-3.0566563606262207,41.06192398071289,62.247467041015625,338.5657958984375
4811,Zorita de los Canes,7,19,0.003246753243729472,22469.65625,NA,0.45329999923706055,NA,4.394449234008789,NA,NA,NA,-2.8886663913726807,40.32756805419922,0.04291269928216934,309.2207946777344
4812,Alcañizo,7,45,0,18478.189453125,NA,0.35440000891685486,NA,5.71702766418457,NA,NA,NA,-5.11094856262207,39.90531921386719,16.149253845214844,418.5252685546875
4813,Semillas,7,19,0,20033.345703125,NA,0.2800000011920929,NA,3.6888794898986816,NA,NA,NA,-3.1248514652252197,41.04484939575195,65.60408020019531,341.25799560546875
4814,Aldovera,7,19,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.899563789367676,40.23573303222656,7.79149055480957,305.58551025390625
4815,Cava,9,25,0,19722.44140625,NA,0.5,NA,4.094344615936279,NA,NA,NA,1.6135269403457642,42.31538772583008,197.57960510253906,146.8175048828125
4816,Ajofrín,7,45,0.051948051899671555,19743.048828125,NA,0.39100000262260437,NA,7.756195545196533,NA,NA,NA,-3.989264965057373,39.7286491394043,18.1148624420166,408.90826416015625
4817,Alameda de la Sagra,7,45,0,19282.185546875,2.3333332538604736,0.4415000081062317,NA,8.1630859375,48,0.1111111119389534,NA,-3.802781343460083,40.00534439086914,6.6192731857299805,394.2242126464844
4818,Cervera,9,25,0.06779661029577255,19003.23828125,1.296296238899231,0.6677000522613525,0.1401829868555069,9.10930347442627,49.04999923706055,0.10000000149011612,0.5555555820465088,1.2823399305343628,41.67963790893555,102.71864318847656,78.569732666015625
4819,Cervià de les Garrigues,9,25,0,18574.26953125,NA,0.38960000872612,NA,6.56244421005249,NA,NA,NA,0.8408798575401306,41.436256408691406,41.95314025878906,59.61051559448242
4820,Ciutadilla,9,25,0,19807.56640625,NA,0.6200000047683716,NA,5.342334270477295,NA,NA,NA,1.145407795906067,41.54302978515625,78.32603454589844,63.660308837890625
4821,Albarreal de Tajo,7,45,0,18993.21484375,NA,0.4352000057697296,NA,6.598508834838867,NA,NA,NA,-4.222344398498535,39.889305114746094,2.5857694149017334,437.5868835449219
4822,Alcabón,7,45,0.003246753243729472,20656.23828125,NA,0.46389999985694885,NA,6.56526517868042,NA,NA,NA,-4.368943214416504,39.999977111816406,20.75043296813965,456.24530029296875
4823,Alcaudete de la Jara,7,45,0.003246753243729472,17051.111328125,NA,0.3303999900817871,NA,7.578145503997803,NA,NA,NA,-4.8517680168151855,39.77335739135742,14.743846893310547,433.4100036621094
4824,Alcolea de Tajo,7,45,0,18858.478515625,NA,0.38940000534057617,NA,6.774223804473877,NA,NA,NA,-5.116886615753174,39.80824279785156,2.6598734855651855,419.67333984375
4825,Arcicóllar,7,45,0.003246753243729472,19226.845703125,NA,0.4004000127315521,NA,6.682108402252197,NA,NA,NA,-4.10076379776001,40.054176330566406,24.469022750854492,428.1278076171875
4826,Aldea en Cabo,7,45,0,18859.03125,2.3333332538604736,0.2710999846458435,-0.43092432618141174,5.220355987548828,53.22222137451172,0.1111111119389534,0.6666666865348816,-4.472202777862549,40.19330596923828,39.31657791137695,472.6167907714844
4827,Ivorra,9,25,0.0042372881434857845,20563.37890625,NA,0.45570001006126404,NA,4.744932174682617,53.5,0,NA,1.3906655311584473,41.76966857910156,120.5509262084961,88.46686553955078
4828,Aldeanueva de Barbarroya,7,45,0.003246753243729472,17923.099609375,NA,0.2874999940395355,NA,6.440946578979492,NA,NA,NA,-5.013339042663574,39.73183822631836,6.8813796043396,419.4192810058594
4829,Aldeanueva de San Bartolomé,7,45,0.006493506487458944,18139.21875,NA,0.2084999978542328,NA,6.159095287322998,NA,NA,NA,-5.106168270111084,39.6413688659668,18.917783737182617,403.0528259277344
4830,Almendral de la Cañada,7,45,0.003246753243729472,18401.447265625,2,0.31869998574256897,NA,5.817111015319824,57.70000076293945,0,0.699999988079071,-4.7481513023376465,40.186344146728516,30.673532485961914,448.6623840332031
4831,Cabañas de la Sagra,7,45,0,20676.671875,NA,0.43950000405311584,NA,7.509335041046143,NA,NA,NA,-3.9509382247924805,40.00166702270508,13.467977523803711,410.3684387207031
4832,Almonacid de Toledo,7,45,0.003246753243729472,17696.115234375,NA,0.31299999356269836,NA,6.736967086791992,NA,NA,NA,-3.8451497554779053,39.802154541015625,15.765064239501953,394.23577880859375
4833,Almorox,7,45,0.006493506487458944,18561.6953125,NA,0.38420000672340393,NA,7.743703365325928,NA,NA,NA,-4.383864879608154,40.246681213378906,51.23714828491211,464.7046813964844
4834,Añover de Tajo,7,45,0.006493506487458944,18232.72265625,NA,0.44780001044273376,NA,8.561018943786621,NA,NA,NA,-3.7667670249938965,39.9824333190918,1.5502506494522095,389.6931457519531
4835,Argés,7,45,0.009740259498357773,20074.6796875,1.5882352590560913,0.7213000059127808,NA,8.682707786560059,44.17647171020508,0.0625,0.5,-4.09358024597168,39.81834030151367,6.814240455627441,421.95855712890625
4836,Azután,7,45,0,19420.876953125,1.399999976158142,0.34380000829696655,NA,5.652489185333252,54.099998474121094,0.10000000149011612,0.6000000238418579,-5.134895324707031,39.77482986450195,2.4577505588531494,418.23468017578125
4837,"Hospitalet de Llobregat, L'",9,8,0.02118644118309021,22699.255859375,0.989595353603363,0.5595999956130981,0.13518205285072327,12.443190574645996,46.70071792602539,0.1326315850019455,0.5584192276000977,2.112248420715332,41.358192443847656,166.23785400390625,5.864839553833008
4838,Barcience,7,45,0.003246753243729472,20937.94140625,1.6666666269302368,0.43299999833106995,NA,6.586171627044678,53.33333206176758,0.1111111119389534,0.6666666865348816,-4.235170841217041,39.980926513671875,15.022560119628906,441.1073303222656
4839,Borox,7,45,0.016233766451478004,18973.171875,NA,0.43080002069473267,NA,8.177796363830566,NA,NA,NA,-3.722191333770752,40.05175018310547,5.2075090408325195,386.6937561035156
