unit,geo,time,values
PER_KM2,NL34,2015-01-01,213.8
PER_KM2,NL41,2015-01-01,508.4
PER_KM2,NL42,2015-01-01,520.3
PER_KM2,NO01,2015-01-01,248.2
PER_KM2,NO02,2015-01-01,7.7
PER_KM2,NO03,2015-01-01,29.1
PER_KM2,NO04,2015-01-01,32.4
PER_KM2,NO05,2015-01-01,19
PER_KM2,NO06,2015-01-01,11.6
PER_KM2,NO07,2015-01-01,4.5
PER_KM2,PL21,2015-01-01,221.4
PER_KM2,PL22,2015-01-01,372.6
PER_KM2,PL41,2015-01-01,117
PER_KM2,PL42,2015-01-01,77.2
PER_KM2,PL43,2015-01-01,72.9
PER_KM2,PL51,2015-01-01,145
PER_KM2,PL52,2015-01-01,102.5
PER_KM2,PL61,2015-01-01,117.4
PER_KM2,PL62,2015-01-01,61.7
PER_KM2,PL63,2015-01-01,128.6
PER_KM2,PL71,2015-01-01,137.2
PER_KM2,PL72,2015-01-01,107
PER_KM2,PL81,2015-01-01,85.2
PER_KM2,PL82,2015-01-01,117.7
PER_KM2,PL84,2015-01-01,58
PER_KM2,PL91,2015-01-01,493.9
PER_KM2,PL92,2015-01-01,80.3
PER_KM2,PT11,2015-01-01,169.7
PER_KM2,PT15,2015-01-01,88.4
PER_KM2,PT16,2015-01-01,80.2
PER_KM2,PT17,2015-01-01,932.3
PER_KM2,PT18,2015-01-01,23.1
PER_KM2,PT20,2015-01-01,106
PER_KM2,PT30,2015-01-01,321.5
PER_KM2,RO11,2015-01-01,76.6
PER_KM2,RO12,2015-01-01,69.4
PER_KM2,RO21,2015-01-01,90.4
PER_KM2,RO22,2015-01-01,79.6
PER_KM2,RO31,2015-01-01,91
PER_KM2,RO32,2015-01-01,1299.7
PER_KM2,RO41,2015-01-01,70.4
PER_KM2,RO42,2015-01-01,57.2
PER_KM2,SE11,2015-01-01,339.4
PER_KM2,SE12,2015-01-01,42.4
PER_KM2,SE21,2015-01-01,25
PER_KM2,SE22,2015-01-01,104.4
PER_KM2,SE23,2015-01-01,66.8
PER_KM2,SE31,2015-01-01,13.1
PER_KM2,SE32,2015-01-01,5.3
PER_KM2,SE33,2015-01-01,3.4
PER_KM2,SI03,2015-01-01,88.6
PER_KM2,SI04,2015-01-01,124.3
PER_KM2,SK01,2015-01-01,306.5
PER_KM2,SK02,2015-01-01,122.3
PER_KM2,SK03,2015-01-01,82.7
PER_KM2,SK04,2015-01-01,102.8
PER_KM2,TR10,2015-01-01,2793.9
PER_KM2,TR21,2015-01-01,89.4
PER_KM2,TR22,2015-01-01,70.2
PER_KM2,TR31,2015-01-01,344.7
PER_KM2,TR32,2015-01-01,90.6
PER_KM2,TR33,2015-01-01,67.2
PER_KM2,TR41,2015-01-01,134.6
PER_KM2,TR42,2015-01-01,176.9
PER_KM2,TR51,2015-01-01,212.5
PER_KM2,TR52,2015-01-01,49.5
PER_KM2,TR61,2015-01-01,81.8
PER_KM2,TR62,2015-01-01,133
PER_KM2,TR63,2015-01-01,134.3
PER_KM2,TR71,2015-01-01,48.5
PER_KM2,TR72,2015-01-01,39.9
PER_KM2,TR81,2015-01-01,107.6
PER_KM2,TR82,2015-01-01,28.6
PER_KM2,TR83,2015-01-01,72.5
PER_KM2,TR90,2015-01-01,73.1
PER_KM2,TRA1,2015-01-01,26.2
PER_KM2,TRA2,2015-01-01,37.8
PER_KM2,TRB1,2015-01-01,47.2
PER_KM2,TRB2,2015-01-01,51
PER_KM2,TRC1,2015-01-01,172.8
PER_KM2,TRC2,2015-01-01,103.9
PER_KM2,TRC3,2015-01-01,82.9
PER_KM2,UKC1,2015-01-01,393.4
PER_KM2,UKC2,2015-01-01,259
PER_KM2,UKD1,2015-01-01,73.7
PER_KM2,UKD3,2015-01-01,2158.9
PER_KM2,UKD4,2015-01-01,480.3
PER_KM2,UKD6,2015-01-01,405.4
PER_KM2,UKD7,2015-01-01,2111.6
PER_KM2,UKE1,2015-01-01,263.2
PER_KM2,UKE2,2015-01-01,97.7
PER_KM2,UKE3,2015-01-01,886.6
PER_KM2,UKE4,2015-01-01,1122.6
PER_KM2,UKF1,2015-01-01,452.1
PER_KM2,UKF2,2015-01-01,362.8
PER_KM2,UKF3,2015-01-01,124.6
PER_KM2,UKG1,2015-01-01,224.5
PER_KM2,UKG2,2015-01-01,257.8
PER_KM2,UKG3,2015-01-01,3145.8
PER_KM2,UKH1,2015-01-01,196.3
PER_KM2,UKH2,2015-01-01,631.4
PER_KM2,UKH3,2015-01-01,488
PER_KM2,UKI3,2015-01-01,10514.2
PER_KM2,UKI4,2015-01-01,11029.7
PER_KM2,UKI5,2015-01-01,4320.9
PER_KM2,UKI6,2015-01-01,3611.6
PER_KM2,UKI7,2015-01-01,4407.8
PER_KM2,UKJ1,2015-01-01,410.7
PER_KM2,UKJ2,2015-01-01,521.7
PER_KM2,UKJ3,2015-01-01,470.8
PER_KM2,UKJ4,2015-01-01,481.6
PER_KM2,UKK1,2015-01-01,327.1
PER_KM2,UKK2,2015-01-01,214.5
PER_KM2,UKK3,2015-01-01,155.1
PER_KM2,UKK4,2015-01-01,174
PER_KM2,UKL1,2015-01-01,149
PER_KM2,UKL2,2015-01-01,150.6
PER_KM2,UKM5,2015-01-01,75.6
PER_KM2,UKM6,2015-01-01,11.6
PER_KM2,UKM7,2015-01-01,147.8
PER_KM2,UKM8,2015-01-01,786.4
PER_KM2,UKM9,2015-01-01,59.6
PER_KM2,UKN0,2015-01-01,136.5
PER_KM2,AL01,2016-01-01,76.6
PER_KM2,AL02,2016-01-01,229.2
PER_KM2,AL03,2016-01-01,69.9
PER_KM2,AT11,2016-01-01,79.4
PER_KM2,AT12,2016-01-01,87.7
PER_KM2,AT13,2016-01-01,4693.4
PER_KM2,AT21,2016-01-01,59.9
PER_KM2,AT22,2016-01-01,76
PER_KM2,AT31,2016-01-01,124.6
PER_KM2,AT32,2016-01-01,77.7
PER_KM2,AT33,2016-01-01,59.3
PER_KM2,AT34,2016-01-01,152.5
PER_KM2,BE10,2016-01-01,7454.6
PER_KM2,BE21,2016-01-01,655.9
PER_KM2,BE22,2016-01-01,363.6
PER_KM2,BE23,2016-01-01,506.7
PER_KM2,BE24,2016-01-01,536
PER_KM2,BE25,2016-01-01,379.5
PER_KM2,BE31,2016-01-01,365.5
PER_KM2,BE32,2016-01-01,355.4
PER_KM2,BE33,2016-01-01,287.4
PER_KM2,BE34,2016-01-01,64
PER_KM2,BE35,2016-01-01,134.9
PER_KM2,BG31,2016-01-01,41.2
PER_KM2,BG32,2016-01-01,55.3
PER_KM2,BG33,2016-01-01,64.7
PER_KM2,BG34,2016-01-01,53.6
PER_KM2,BG41,2016-01-01,104.7
PER_KM2,BG42,2016-01-01,64.7
PER_KM2,CH01,2016-01-01,194.2
PER_KM2,CH02,2016-01-01,189.8
PER_KM2,CH03,2016-01-01,587.1
PER_KM2,CH04,2016-01-01,893.1
PER_KM2,CH05,2016-01-01,102.7
PER_KM2,CH06,2016-01-01,186.9
PER_KM2,CH07,2016-01-01,129.2
PER_KM2,CY00,2016-01-01,92.4
PER_KM2,CZ01,2016-01-01,2626.8
PER_KM2,CZ02,2016-01-01,124.4
PER_KM2,CZ03,2016-01-01,70.9
PER_KM2,CZ04,2016-01-01,132.1
PER_KM2,CZ05,2016-01-01,123.1
PER_KM2,CZ06,2016-01-01,123
PER_KM2,CZ07,2016-01-01,133.6
PER_KM2,CZ08,2016-01-01,228
PER_KM2,DE11,2016-01-01,387.1
PER_KM2,DE12,2016-01-01,403.9
PER_KM2,DE13,2016-01-01,241
PER_KM2,DE14,2016-01-01,210.6
PER_KM2,DE21,2016-01-01,268.3
PER_KM2,DE22,2016-01-01,118.5
PER_KM2,DE23,2016-01-01,113.6
PER_KM2,DE24,2016-01-01,147
PER_KM2,DE25,2016-01-01,241.8
PER_KM2,DE26,2016-01-01,153.9
PER_KM2,DE27,2016-01-01,187.3
PER_KM2,DE30,2016-01-01,4193.2
PER_KM2,DE40,2016-01-01,85.8
PER_KM2,DE50,2016-01-01,1726.7
PER_KM2,DE60,2016-01-01,2533.7
PER_KM2,DE71,2016-01-01,532.4
PER_KM2,DE72,2016-01-01,193.8
PER_KM2,DE73,2016-01-01,147.1
PER_KM2,DE80,2016-01-01,71.4
PER_KM2,DE91,2016-01-01,197.5
PER_KM2,DE92,2016-01-01,237.6
PER_KM2,DE93,2016-01-01,110.6
PER_KM2,DE94,2016-01-01,167.9
PER_KM2,DEA1,2016-01-01,1002.4
PER_KM2,DEA2,2016-01-01,607.6
PER_KM2,DEA3,2016-01-01,379.1
PER_KM2,DEA4,2016-01-01,316.4
PER_KM2,DEA5,2016-01-01,450.4
PER_KM2,DEB1,2016-01-01,185.8
PER_KM2,DEB2,2016-01-01,108.3
PER_KM2,DEB3,2016-01-01,300
PER_KM2,DEC0,2016-01-01,388.4
PER_KM2,DED2,2016-01-01,206.1
PER_KM2,DED4,2016-01-01,224.3
PER_KM2,DED5,2016-01-01,262.2
PER_KM2,DEE0,2016-01-01,110.7
PER_KM2,DEF0,2016-01-01,186.3
PER_KM2,DEG0,2016-01-01,134.1
PER_KM2,DK01,2016-01-01,738.5
PER_KM2,DK02,2016-01-01,117.3
PER_KM2,DK03,2016-01-01,101.3
PER_KM2,DK04,2016-01-01,101.7
PER_KM2,DK05,2016-01-01,76
PER_KM2,EE00,2016-01-01,30.3
PER_KM2,EL30,2016-01-01,992.5
PER_KM2,EL41,2016-01-01,52.4
PER_KM2,EL42,2016-01-01,63.7
PER_KM2,EL43,2016-01-01,75.9
PER_KM2,EL51,2016-01-01,42.9
PER_KM2,EL52,2016-01-01,99.6
PER_KM2,EL53,2016-01-01,29.5
PER_KM2,EL54,2016-01-01,37
PER_KM2,EL61,2016-01-01,52
PER_KM2,EL62,2016-01-01,89.5
PER_KM2,EL63,2016-01-01,60.2
PER_KM2,EL64,2016-01-01,36
PER_KM2,EL65,2016-01-01,37.5
PER_KM2,ES11,2016-01-01,92.4
PER_KM2,ES12,2016-01-01,98.2
PER_KM2,ES13,2016-01-01,110.5
PER_KM2,ES21,2016-01-01,301.2
PER_KM2,ES22,2016-01-01,61.7
PER_KM2,ES23,2016-01-01,62.2
PER_KM2,ES24,2016-01-01,27.8
PER_KM2,ES30,2016-01-01,809.2
PER_KM2,ES41,2016-01-01,26.1
PER_KM2,ES42,2016-01-01,25.8
PER_KM2,ES43,2016-01-01,26.4
PER_KM2,ES51,2016-01-01,232.3
PER_KM2,ES52,2016-01-01,213.3
PER_KM2,ES53,2016-01-01,229.9
PER_KM2,ES61,2016-01-01,96.9
PER_KM2,ES62,2016-01-01,130
PER_KM2,ES63,2016-01-01,4242.2
PER_KM2,ES64,2016-01-01,6061.1
PER_KM2,ES70,2016-01-01,289.1
PER_KM2,FI19,2016-01-01,23.7
PER_KM2,FI1B,2016-01-01,179.1
PER_KM2,FI1C,2016-01-01,36.9
PER_KM2,FI1D,2016-01-01,6.4
PER_KM2,FI20,2016-01-01,18.7
PER_KM2,FR10,2016-01-01,1016.2
PER_KM2,FRB0,2016-01-01,65.7
PER_KM2,FRC1,2016-01-01,51.8
PER_KM2,FRC2,2016-01-01,72.8
PER_KM2,FRD1,2016-01-01,83.2
PER_KM2,FRD2,2016-01-01,151.7
PER_KM2,FRE1,2016-01-01,328.2
PER_KM2,FRE2,2016-01-01,99.6
PER_KM2,FRF1,2016-01-01,228.3
PER_KM2,FRF2,2016-01-01,52.1
PER_KM2,FRF3,2016-01-01,99.3
PER_KM2,FRG0,2016-01-01,116.4
PER_KM2,FRH0,2016-01-01,121
PER_KM2,FRI1,2016-01-01,82.4
PER_KM2,FRI2,2016-01-01,43.3
PER_KM2,FRI3,2016-01-01,69.8
PER_KM2,FRJ1,2016-01-01,102.4
PER_KM2,FRJ2,2016-01-01,66.6
PER_KM2,FRK1,2016-01-01,52.3
PER_KM2,FRK2,2016-01-01,148.5
PER_KM2,FRL0,2016-01-01,160.9
PER_KM2,FRM0,2016-01-01,38.3
PER_KM2,FRY1,2016-01-01,254.6
PER_KM2,FRY2,2016-01-01,339.9
PER_KM2,FRY3,2016-01-01,3.2
PER_KM2,FRY4,2016-01-01,344.3
PER_KM2,FRY5,2016-01-01,672.8
PER_KM2,HR03,2016-01-01,56.7
PER_KM2,HR04,2016-01-01,88.6
PER_KM2,HU11,2016-01-01,3443.2
PER_KM2,HU12,2016-01-01,197.6
PER_KM2,HU21,2016-01-01,99
PER_KM2,HU22,2016-01-01,87.9
PER_KM2,HU23,2016-01-01,65.2
PER_KM2,HU31,2016-01-01,86.4
PER_KM2,HU32,2016-01-01,84.5
PER_KM2,HU33,2016-01-01,69.4
PER_KM2,IE04,2016-01-01,33.8
PER_KM2,IE05,2016-01-01,53.9
PER_KM2,IE06,2016-01-01,162.7
PER_KM2,IS00,2016-01-01,3.3
PER_KM2,ITC1,2016-01-01,176.9
PER_KM2,ITC2,2016-01-01,39.2
PER_KM2,ITC3,2016-01-01,294.2
PER_KM2,ITC4,2016-01-01,439.2
PER_KM2,ITF1,2016-01-01,124.5
PER_KM2,ITF2,2016-01-01,71.2
PER_KM2,ITF3,2016-01-01,436.5
PER_KM2,ITF4,2016-01-01,212.1
PER_KM2,ITF5,2016-01-01,58.9
PER_KM2,ITF6,2016-01-01,133.4
PER_KM2,ITG1,2016-01-01,199.4
PER_KM2,ITG2,2016-01-01,69.3
PER_KM2,ITH1,2016-01-01,70.9
PER_KM2,ITH2,2016-01-01,87.7
PER_KM2,ITH3,2016-01-01,279.5
PER_KM2,ITH4,2016-01-01,161.4
PER_KM2,ITH5,2016-01-01,198.1
PER_KM2,ITI1,2016-01-01,165.2
PER_KM2,ITI2,2016-01-01,107.9
PER_KM2,ITI3,2016-01-01,163.9
PER_KM2,ITI4,2016-01-01,348.8
PER_KM2,LI00,2016-01-01,238.7
PER_KM2,LT01,2016-01-01,85.5
PER_KM2,LT02,2016-01-01,38.8
PER_KM2,LU00,2016-01-01,225.1
PER_KM2,LV00,2016-01-01,31
PER_KM2,ME00,2016-01-01,45.7
PER_KM2,MK00,2016-01-01,83.2
PER_KM2,MT00,2016-01-01,1450.2
PER_KM2,NL11,2016-01-01,247.3
PER_KM2,NL12,2016-01-01,190.3
PER_KM2,NL13,2016-01-01,183.5
PER_KM2,NL21,2016-01-01,340.9
PER_KM2,NL22,2016-01-01,408.3
PER_KM2,NL23,2016-01-01,282.9
PER_KM2,NL31,2016-01-01,910.4
PER_KM2,NL32,2016-01-01,1016
PER_KM2,NL33,2016-01-01,1260.8
PER_KM2,NL34,2016-01-01,211.5
PER_KM2,NL41,2016-01-01,505.1
PER_KM2,NL42,2016-01-01,517.8
PER_KM2,NO01,2016-01-01,249
PER_KM2,NO02,2016-01-01,7.6
PER_KM2,NO03,2016-01-01,28.9
PER_KM2,NO04,2016-01-01,31.7
PER_KM2,NO05,2016-01-01,18.9
PER_KM2,NO06,2016-01-01,11.5
PER_KM2,NO07,2016-01-01,4.4
PER_KM2,PL21,2016-01-01,221.9
PER_KM2,PL22,2016-01-01,371.6
PER_KM2,PL41,2016-01-01,117.1
PER_KM2,PL42,2016-01-01,77
PER_KM2,PL43,2016-01-01,72.8
PER_KM2,PL51,2016-01-01,144.9
PER_KM2,PL52,2016-01-01,102.2
PER_KM2,PL61,2016-01-01,117.3
PER_KM2,PL62,2016-01-01,61.5
PER_KM2,PL63,2016-01-01,129
PER_KM2,PL71,2016-01-01,136.7
PER_KM2,PL72,2016-01-01,106.6
PER_KM2,PL81,2016-01-01,84.9
PER_KM2,PL82,2016-01-01,117.7
PER_KM2,PL84,2016-01-01,57.9
PER_KM2,PL91,2016-01-01,497.4
PER_KM2,PL92,2016-01-01,80.1
PER_KM2,PT11,2016-01-01,170.2
PER_KM2,PT15,2016-01-01,89.5
PER_KM2,PT16,2016-01-01,80.4
PER_KM2,PT17,2016-01-01,1002.5
PER_KM2,PT18,2016-01-01,23.2
PER_KM2,PT20,2016-01-01,106.5
PER_KM2,PT30,2016-01-01,320
PER_KM2,RO11,2016-01-01,76.4
PER_KM2,RO12,2016-01-01,69.2
PER_KM2,RO21,2016-01-01,89.9
PER_KM2,RO22,2016-01-01,78.8
PER_KM2,RO31,2016-01-01,90.1
PER_KM2,RO32,2016-01-01,1299.1
PER_KM2,RO41,2016-01-01,69.7
PER_KM2,RO42,2016-01-01,56.9
PER_KM2,SE11,2016-01-01,344.9
PER_KM2,SE12,2016-01-01,43
PER_KM2,SE21,2016-01-01,25.4
PER_KM2,SE22,2016-01-01,105.9
PER_KM2,SE23,2016-01-01,67.7
PER_KM2,SE31,2016-01-01,13.3
PER_KM2,SE32,2016-01-01,5.3
PER_KM2,SE33,2016-01-01,3.4
PER_KM2,SI03,2016-01-01,88.5
PER_KM2,SI04,2016-01-01,124.6
PER_KM2,SK01,2016-01-01,315.5
PER_KM2,SK02,2016-01-01,123.4
PER_KM2,SK03,2016-01-01,83
PER_KM2,SK04,2016-01-01,103.4
PER_KM2,TR10,2016-01-01,2838.8
PER_KM2,TR21,2016-01-01,91.3
PER_KM2,TR22,2016-01-01,71.8
PER_KM2,TR31,2016-01-01,358.1
PER_KM2,TR32,2016-01-01,93.9
PER_KM2,TR33,2016-01-01,67.5
PER_KM2,TR41,2016-01-01,137.2
PER_KM2,TR42,2016-01-01,182.5
PER_KM2,TR51,2016-01-01,214.1
PER_KM2,TR52,2016-01-01,49.7
PER_KM2,TR61,2016-01-01,84.1
PER_KM2,TR62,2016-01-01,136.6
PER_KM2,TR63,2016-01-01,137.1
PER_KM2,TR71,2016-01-01,48.5
PER_KM2,TR72,2016-01-01,40.3
PER_KM2,TR81,2016-01-01,108.6
PER_KM2,TR82,2016-01-01,28.8
PER_KM2,TR83,2016-01-01,72.7
PER_KM2,TR90,2016-01-01,74.7
PER_KM2,TRA1,2016-01-01,26.3
PER_KM2,TRA2,2016-01-01,38
PER_KM2,TRB1,2016-01-01,47.1
PER_KM2,TRB2,2016-01-01,52.4
PER_KM2,TRC1,2016-01-01,177.3
PER_KM2,TRC2,2016-01-01,105.4
PER_KM2,TRC3,2016-01-01,84.6
PER_KM2,UKC1,2016-01-01,394.8
PER_KM2,UKC2,2016-01-01,259.9
PER_KM2,UKD1,2016-01-01,73.7
PER_KM2,UKD3,2016-01-01,2177.6
PER_KM2,UKD4,2016-01-01,482.5
PER_KM2,UKD6,2016-01-01,407.3
PER_KM2,UKD7,2016-01-01,2123.6
PER_KM2,UKE1,2016-01-01,263.8
PER_KM2,UKE2,2016-01-01,98.2
PER_KM2,UKE3,2016-01-01,892.6
PER_KM2,UKE4,2016-01-01,1130.3
PER_KM2,UKF1,2016-01-01,455.5
PER_KM2,UKF2,2016-01-01,367.5
PER_KM2,UKF3,2016-01-01,125.8
PER_KM2,UKG1,2016-01-01,226.1
PER_KM2,UKG2,2016-01-01,259.4
PER_KM2,UKG3,2016-01-01,3181.1
PER_KM2,UKH1,2016-01-01,197.8
PER_KM2,UKH2,2016-01-01,637.4
PER_KM2,UKH3,2016-01-01,492.2
PER_KM2,UKI3,2016-01-01,10627.4
PER_KM2,UKI4,2016-01-01,11201.4
PER_KM2,UKI5,2016-01-01,4374.6
PER_KM2,UKI6,2016-01-01,3639
PER_KM2,UKI7,2016-01-01,4441.7
PER_KM2,UKJ1,2016-01-01,414.1
PER_KM2,UKJ2,2016-01-01,525.7
PER_KM2,UKJ3,2016-01-01,474.2
PER_KM2,UKJ4,2016-01-01,486.2
PER_KM2,UKK1,2016-01-01,330.1
PER_KM2,UKK2,2016-01-01,216
PER_KM2,UKK3,2016-01-01,156.6
PER_KM2,UKK4,2016-01-01,175.3
PER_KM2,UKL1,2016-01-01,149.4
PER_KM2,UKL2,2016-01-01,151.3
PER_KM2,UKM5,2016-01-01,75.7
PER_KM2,UKM6,2016-01-01,11.6
PER_KM2,UKM7,2016-01-01,149
PER_KM2,UKM8,2016-01-01,793.1
PER_KM2,UKM9,2016-01-01,59.7
PER_KM2,UKN0,2016-01-01,137.3
PER_KM2,AL01,2017-01-01,76.1
PER_KM2,AL02,2017-01-01,232.4
PER_KM2,AL03,2017-01-01,68.9
PER_KM2,AT11,2017-01-01,79.7
PER_KM2,AT12,2017-01-01,88.2
PER_KM2,AT13,2017-01-01,4754.9
PER_KM2,AT21,2017-01-01,59.9
PER_KM2,AT22,2017-01-01,76.2
PER_KM2,AT31,2017-01-01,125.4
PER_KM2,AT32,2017-01-01,78.1
PER_KM2,AT33,2017-01-01,59.8
PER_KM2,AT34,2017-01-01,154
PER_KM2,BE10,2017-01-01,7421.6
PER_KM2,BE21,2017-01-01,657.7
PER_KM2,BE22,2017-01-01,364.5
PER_KM2,BE23,2017-01-01,505.8
PER_KM2,BE24,2017-01-01,536.7
PER_KM2,BE25,2017-01-01,377.9
PER_KM2,BE31,2017-01-01,365.2
PER_KM2,BE32,2017-01-01,353.4
PER_KM2,BE33,2017-01-01,288.5
PER_KM2,BE34,2017-01-01,63.8
PER_KM2,BE35,2017-01-01,135
PER_KM2,BG31,2017-01-01,40.5
PER_KM2,BG32,2017-01-01,54.6
PER_KM2,BG33,2017-01-01,64.3
PER_KM2,BG34,2017-01-01,53.2
PER_KM2,BG41,2017-01-01,104.4
PER_KM2,BG42,2017-01-01,64.3
PER_KM2,CH01,2017-01-01,196.4
PER_KM2,CH02,2017-01-01,191.2
PER_KM2,CH03,2017-01-01,593.1
PER_KM2,CH04,2017-01-01,904.6
PER_KM2,CH05,2017-01-01,103.4
PER_KM2,CH06,2017-01-01,188.7
PER_KM2,CH07,2017-01-01,129.5
PER_KM2,CY00,2017-01-01,93.3
PER_KM2,CZ01,2017-01-01,2654.7
PER_KM2,CZ02,2017-01-01,125.6
PER_KM2,CZ03,2017-01-01,71.1
PER_KM2,CZ04,2017-01-01,131.9
PER_KM2,CZ05,2017-01-01,123.2
PER_KM2,CZ06,2017-01-01,123.3
PER_KM2,CZ07,2017-01-01,133.4
PER_KM2,CZ08,2017-01-01,227.3
PER_KM2,DE11,2017-01-01,389.8
PER_KM2,DE12,2017-01-01,406.3
PER_KM2,DE13,2017-01-01,242.6
PER_KM2,DE14,2017-01-01,212
PER_KM2,DE21,2017-01-01,270.1
PER_KM2,DE22,2017-01-01,119.4
PER_KM2,DE23,2017-01-01,114.2
PER_KM2,DE24,2017-01-01,147.5
PER_KM2,DE25,2017-01-01,243.3
PER_KM2,DE26,2017-01-01,154.4
PER_KM2,DE27,2017-01-01,188.7
PER_KM2,DE30,2017-01-01,4248.4
PER_KM2,DE40,2017-01-01,86.1
PER_KM2,DE50,2017-01-01,1738.9
PER_KM2,DE60,2017-01-01,2564.1
PER_KM2,DE71,2017-01-01,536.1
PER_KM2,DE72,2017-01-01,194.3
PER_KM2,DE73,2017-01-01,147.4
PER_KM2,DE80,2017-01-01,71.4
PER_KM2,DE91,2017-01-01,197.3
PER_KM2,DE92,2017-01-01,238.2
PER_KM2,DE93,2017-01-01,110.8
PER_KM2,DE94,2017-01-01,168.6
PER_KM2,DEA1,2017-01-01,1004.8
PER_KM2,DEA2,2017-01-01,609.7
PER_KM2,DEA3,2017-01-01,379.6
PER_KM2,DEA4,2017-01-01,316.1
PER_KM2,DEA5,2017-01-01,449.5
PER_KM2,DEB1,2017-01-01,186.1
PER_KM2,DEB2,2017-01-01,107.9
PER_KM2,DEB3,2017-01-01,301.4
PER_KM2,DEC0,2017-01-01,388.1
PER_KM2,DED2,2017-01-01,205.9
PER_KM2,DED4,2017-01-01,222.7
PER_KM2,DED5,2017-01-01,264.9
PER_KM2,DEE0,2017-01-01,110.1
PER_KM2,DEF0,2017-01-01,187.3
PER_KM2,DEG0,2017-01-01,133.5
PER_KM2,DK01,2017-01-01,745.4
PER_KM2,DK02,2017-01-01,117.8
PER_KM2,DK03,2017-01-01,101.7
PER_KM2,DK04,2017-01-01,102.5
PER_KM2,DK05,2017-01-01,76.2
PER_KM2,EE00,2017-01-01,30.3
PER_KM2,EL30,2017-01-01,989.2
PER_KM2,EL41,2017-01-01,54.3
PER_KM2,EL42,2017-01-01,64.3
PER_KM2,EL43,2017-01-01,76
PER_KM2,EL51,2017-01-01,42.8
PER_KM2,EL52,2017-01-01,99.4
PER_KM2,EL53,2017-01-01,29.2
PER_KM2,EL54,2017-01-01,36.9
PER_KM2,EL61,2017-01-01,51.7
PER_KM2,EL62,2017-01-01,89.2
PER_KM2,EL63,2017-01-01,59.8
PER_KM2,EL64,2017-01-01,36
PER_KM2,EL65,2017-01-01,37.3
PER_KM2,ES11,2017-01-01,92.1
PER_KM2,ES12,2017-01-01,97.6
PER_KM2,ES13,2017-01-01,110.4
PER_KM2,ES21,2017-01-01,301.7
PER_KM2,ES22,2017-01-01,62.1
PER_KM2,ES23,2017-01-01,62.2
PER_KM2,ES24,2017-01-01,27.7
PER_KM2,ES30,2017-01-01,817
PER_KM2,ES41,2017-01-01,25.9
PER_KM2,ES42,2017-01-01,25.7
PER_KM2,ES43,2017-01-01,26.2
PER_KM2,ES51,2017-01-01,233.5
PER_KM2,ES52,2017-01-01,213.6
PER_KM2,ES53,2017-01-01,233
PER_KM2,ES61,2017-01-01,96.9
PER_KM2,ES62,2017-01-01,130.4
PER_KM2,ES63,2017-01-01,4256.1
PER_KM2,ES64,2017-01-01,6059.1
PER_KM2,ES70,2017-01-01,291.8
PER_KM2,FI19,2017-01-01,23.7
PER_KM2,FI1B,2017-01-01,181
PER_KM2,FI1C,2017-01-01,36.8
PER_KM2,FI1D,2017-01-01,6.4
PER_KM2,FI20,2017-01-01,18.9
PER_KM2,FR10,2017-01-01,1020.3
PER_KM2,FRB0,2017-01-01,65.6
PER_KM2,FRC1,2017-01-01,51.6
PER_KM2,FRC2,2017-01-01,72.7
PER_KM2,FRD1,2017-01-01,83
PER_KM2,FRD2,2017-01-01,151.6
PER_KM2,FRE1,2017-01-01,328.1
PER_KM2,FRE2,2017-01-01,99.6
PER_KM2,FRF1,2017-01-01,229.2
PER_KM2,FRF2,2017-01-01,51.9
PER_KM2,FRF3,2017-01-01,99.1
PER_KM2,FRG0,2017-01-01,117.1
PER_KM2,FRH0,2017-01-01,121.5
PER_KM2,FRI1,2017-01-01,82.9
PER_KM2,FRI2,2017-01-01,43.2
PER_KM2,FRI3,2017-01-01,69.9
PER_KM2,FRJ1,2017-01-01,103.1
PER_KM2,FRJ2,2017-01-01,67.1
PER_KM2,FRK1,2017-01-01,52.4
PER_KM2,FRK2,2017-01-01,149.3
PER_KM2,FRL0,2017-01-01,161.4
PER_KM2,FRM0,2017-01-01,38.8
PER_KM2,FRY1,2017-01-01,252.2
PER_KM2,FRY2,2017-01-01,336.4
PER_KM2,FRY3,2017-01-01,3.3
PER_KM2,FRY4,2017-01-01,345
PER_KM2,FRY5,2017-01-01,698.3
PER_KM2,HR03,2017-01-01,56.4
PER_KM2,HR04,2017-01-01,87.5
PER_KM2,HU11,2017-01-01,3433.8
PER_KM2,HU12,2017-01-01,199.7
PER_KM2,HU21,2017-01-01,98.8
PER_KM2,HU22,2017-01-01,88
PER_KM2,HU23,2017-01-01,64.7
PER_KM2,HU31,2017-01-01,85.7
PER_KM2,HU32,2017-01-01,84.1
PER_KM2,HU33,2017-01-01,68.9
PER_KM2,IE04,2017-01-01,34.1
PER_KM2,IE05,2017-01-01,54.4
PER_KM2,IE06,2017-01-01,164.7
PER_KM2,IS00,2017-01-01,3.4
PER_KM2,ITC1,2017-01-01,174.3
PER_KM2,ITC2,2017-01-01,39
PER_KM2,ITC3,2017-01-01,288.7
PER_KM2,ITC4,2017-01-01,435.1
PER_KM2,ITF1,2017-01-01,122
PER_KM2,ITF2,2017-01-01,69.6
PER_KM2,ITF3,2017-01-01,427.8
PER_KM2,ITF4,2017-01-01,210.2
PER_KM2,ITF5,2017-01-01,56.8
